Français;Sésames;Chapitre;Nombre de traits;JLPT;Kanji;id;Lecture On;Autres sens (lecture On);Lecture Kun;Autres sens (lecture Kun)
solide;enceinte, vieux;21;8;2;固;561;ko;harden, stiffen, solidify, set, settle, congeal, clot, curdle, conglomerate/ get together/ be devoted to/ settle down (weather) ;kata(meru), kata(maru), kata(i);harden/ tighten/ freeze/ curdle/ strengthen/ stabilize/ defend, fortify/ collect, amass/ settle down, locate. stiffen, solidify, set, settle, congeal, clot, conglomerate/ get together/ be devoted to/ hard, solid/ tough, rigid/ tight/ steady, firm/ strict/ safe, reliable, upright/ chaste, sonstant/ stiff/ bookish/ classical/ stubborn
confiner,emprisonner;métal, solide;21;16;0;錮;574;ko;to tie;-;-
pays;enceinte, bijoux;21;8;5;国;661;koku;country;kuni;country, land, realm/ province/ native land 
groupe;enceinte, collé;21;6;2;団;1347;dan, [ton];body, group, corps, gang, party, company, troupe/ circle;-;-
cause;enceinte, grand homme;21;6;3;因;48;in;cause, factor;yo(ru);depend on, be limited to
conjugal;femme, cause;21;9;1;姻;50;in;marry;-;-
gorge;bouche, cause;21;9;0;咽;49;in;be choked, be smothered;-;-
parc;enceinte, poterie à couvercle, écharpe;21;13;3;園;95;en;garden, yard, plantation, farm;sono;garden, park
tourner/fois;Aucun;21;6;3;回;173;kai, [e];time/ round, game, bout, heat, inning, innings/ go around;mawa(ru), mawa(su);and, turn, go around/ revolve, rotate, spin, gyrate/ patrol, tour/ take effect (medicine)/ be distributed/ be past (time)/ be transferred/ circularize/ pass around/ forward, transmit/ refer to/ transfer/ lend money
podium/société des notables;terre, chapeau haut de forme, fois, point du jour;21;16;1;壇;1354;dan, [tan];stage, rostrum, dais/ terrace/ altar/ world (of literature, etc.);-;-
magasin;appentis, occuper;21;8;4;店;1474;ten;shop, store;mise;shop, store, booth
entrepôt;appentis, voiture;21;10;2;庫;569;ko, [ku];storehouse;-;-
jardin;appentis, tribunaux;21;10;3;庭;1449;tei;yard, courtyard, garden;niwa;yard, courtyard, garden
bureau du gouvernement;appentis, clou;21;5;2;庁;1394;choo;government office;-;-
plancher;appentis, arbre;21;7;2;床;964;shoo;bed, floor;toko, yuka;bed/ sickbed/ floor/ alcove/ padding
chanvre/narco-;appentis, bois;21;11;1;麻;1891;ma;flax, hemp, ramie, jute, linen;asa;flax, hemp, ramie, jute, linen
abrasion;chanvre, pierre;21;16;2;磨;1893;ma;polish, scour/ shine (shoes)/ brush (teeth)/ improve (skill), cultivate (character), train (the mind) ;miga(ku);polish, scour/ shine (shoes)/ brush (teeth)/ improve (skill), cultivate (character), train (the mind) 
cœur;Aucun;21;4;4;心;1041;shin;heart, mind, spirit/ motive, sense (of duty)/ padding/ wick/ core/ marrow/ vitality ;kokoro;mind, spirit/ mentality/ idea, thought/ heart, feeling/ wholeheartedness, sincerity, sympathy/ attention/ interest, care/ will/ intention/ taste, mood/ true meaning (of a poem) 
oublier;périr, sentiments;21;7;3;忘;1857;boo;forget/ be forgetful of/ forget about/ forget (an article);wasu(reru);forget/ be forgetful of/ forget about/ forget (an article)
supporter;lame, cœur;21;7;1;忍;1589;nin;bear, endure, put up with/ hide (oneself) ;shino(bu), shino(baseru);bear, endure, put up with/ hide (oneself). conceal, secrete 
reconnaître;mots, supporter;21;14;3;認;1590;nin;witness/ sight/ discern, authorize, recognize/ appreciate/ approve of/ judge, conclude/ believe/ regard as ;mito(meru);witness/ sight/ discern, authorize, recognize/ appreciate/ approve of/ judge, conclude/ believe/ regard as 
répugnant;serpent, cœur;21;7;1;忌;308;ki;mourning/ death anniversary/ something detestable;i(mu), i(mawashii);abhor, have an aversion for, avoid, shun/ taboo/ abstain from/ objectionable, abominable, offensive/ ominous, unlucky
dessein;vieux professeur, cœur;21;7;2;志;775;shi;record/ shilling/ will, intention, motive/ determination/ aim/ ambition, hopes/ gift/ kindness/ offering (Buddhist) ;kokoroza(su), kokorozashi;plan, intend, aim at, aspire to, resolve, determine. will, intention, motive/ determination/ aim/ ambition, hopes/ gift/ kindness/ offering (Buddhist) 
document;mots, dessein;21;14;2;誌;801;shi;records/ document/ magazine;-;-
loyal;sentiments, milieu;21;8;1;忠;1381;chuu;loyalty, devotion, fidelity, faithfulness;-;-
central;végétal, cœur;21;7;0;芯;1045;shin;wick;-;-
brochette;Aucun;21;7;0;串;456;-;-;kushi;spit, sekwer
souci/patient;brochette, sentiments;21;11;1;患;261;kan;disease;wazura(u);be ill, suffer from/ be afficted
penser;cerveau, sentiments;21;9;4;思;785;shi;think, believe, judge, esteem/ consider, realize/ feel like/ regard as/ anticipate/ imagine, suppose, guess/ mistake for/ recall/ intend/ desire/ love, care for, yearn after/ wonder/ suspect ;omo(u);think, believe, judge, esteem/ consider, realize/ feel like/ regard as/ anticipate/ imagine, suppose, guess/ mistake for/ recall/ intend/ desire/ love, care for, yearn after/ wonder/ suspect 
faveur;cause, sentiments;21;10;1;恩;128;on;kindness, goodness, favor, mercy, blessing, benefit;-;-
combler/adéquate;appentis, cœur;21;7;2;応;108;oo;yes, all right;kota(eru);respond, answer/ be affected by (pain or stimulation)/ be effective
idée;bruit, cœur;21;13;4;意;33;i;mind, heart/ care/ liking, taste/ inclination, will, intention/ thought, idea/ desire;-;-
timidité;chair, idée;21;17;0;臆;122;oku;timidity/ breast, heart, mind;-;-
concept;inter, sentiments;21;13;3;想;1243;soo, [so];idea, conception, thought;-;-
respirer/souffle;nez, cœur;21;10;3;息;1266;soku;son/ interest (on money);iki;breath, respiration
détente;langue, nez, cœur;21;16;1;憩;495;kei;rest, relax, repose;iko(i), iko(u);rest, relax, repose
bénéficier/faveur divine;cœur, dix, cerveau;21;10;2;恵;479;kei, 	e;blessing, grace, favor/ kindness, mercy, benevolence, charity;megu(mu);bless/ show mercy to, render benevolence to
égoïste;suivant, cœur;21;10;0;恣;789;shi;self-indulgent, wayward, selfish, arbitrary;-;-
peur;travail, médiocre, sentiments;21;10;3;恐;406;kyoo;fear, dread, be afraid/ be overawed/ be apprehensive;oso(reru), oso(roshii);fear, dread, be afraid/ be overawed/ be apprehensive/ terrible, awful, fierce/ tremendous, marvelous
un certain(article indéfini);hallebarde, porte, plancher;21;8;0;或;;waku, koku, iki;some, one, or, possibly, a certain ;a(ru), arui, aruiha;
perplexe;un certain, sentiment;21;12;1;惑;2133;waku;be perplexed, be in doubt, hesitate, vacillate, go astray, err/ be tempted/ be infatuated/ be misguided ;mado(u);be perplexed, be in doubt, hesitate, vacillate, go astray, err/ be tempted/ be infatuated/ be misguided 
zone/région;terrain, un certain;21;11;2;域;39;iki;region/ limits/ stage, level;-;-
émotion;horde de chiens, bouche, sentiment;21;13;3;感;275;kan;feeling, sensation, sentiment/ sense/ emotion/ impression/ intuition;-;-
mélancolie;tête, couronne, cœur, jambes qui marchent;21;15;1;憂;1983;yuu;grieve, lament, be anxious;ure(eru), ure(i), u(i);grieve, lament, be anxious. sad, unhappy, gloomy. distress, sorrow, trouble, anxiety, grief
occupé;état d’esprit, périr;21;6;3;忙;1854;boo;busy, occupied;isoga(shii);busy, occupied
appréhension;état d’esprit, outil;21;11;0;惧;450;gu;fear, be overawed, be apprehensive;-;-
réjouissant;état d’esprit, diable;21;10;1;悦;83;etsu;joy, rapture, ecstasy, amusement;-;-
constance;état d’esprit, temps qui passe;21;9;1;恒;615;koo;always;-;-
déplorer;état d’esprit, table;21;11;1;悼;1515;too;grieve over;ita(mu);grieve over
initiation;état d’esprit, cinq, trous;21;10;1;悟;582;go;perceive, discern, realize, understand, comprehend/ attain enlightenment, find one's philosophy;sato(ru);perceive, discern, realize, understand, comprehend/ attain enlightenment, find one's philosophy
effrayant;état d’esprit, linge;21;8;3;怖;1743;fu;fear, be frightened/ be timid/ get nervous ;kowa(i);fearful, frightful, terrible, weird 
agité;état d’esprit, brutalité;21;12;0;慌;634;koo;be confused, lose one's head, be hurried, be hasty;awa(teru), awa(tadashii);be confused, lose one's head, be hurried, be hasty, busy, bustling, confused
regret;état d’esprit, tous;21;9;1;悔;181;kai;repend, regret;ku(iru), ku(yamu), kuya(shii);repend, regret/repent of/ mourn for, condole with/ vexing, regretable, mortifying
haine;état d’esprit, augmenter;21;14;2;憎;1257;zoo;hate, detest;niku(mu), niku(i), niku(rashii), niku(shimi);hate, detest. hateful, abominable/ poor-looking. horrible, provoking. hatred, enmity 
habitude;état d’esprit, percer;21;14;3;慣;277;kan;experience/ become a habit;na(reru), na(rasu);tame, charm (animals)/ train, exercise, drill/ habituate, accustom to/ get used to, become experienced/ be tamed/ get too familiar, mature
plaisir;état d’esprit, assemblée de bouchers;21;12;1;愉;1966;yu;rejoice;-;-
paresse;état d’esprit, gauche, chair;21;12;1;惰;1291;da;laziness;-;-
humilité;état d’esprit, vrai;21;13;1;慎;1064;shin;be discreet, be careful, be prudent, be cautious/ restrain oneself, be moderate;tsutsushi(mu);be discreet, be careful, be prudent, be cautious/ restrain oneself, be moderate
remords;état d’esprit, émotion;21;16;1;憾;283;kan;regret, be sorry for;-;-
souvenir;état d’esprit, idée;21;16;1;憶;121;oku;think, remember;-;-
adorer;esquisse, amoureux;21;14;1;慕;1826;bo;yearn for, love dearly, adore, follow;shita(u);yearn for, love dearly, adore, follow
adjoindre;fertile, sentiments;21;11;1;添;1477;ten;accompany/ marry/ be added to/ suit, meet, satisfy, be adjusted to;so(eru), so(u);accompany/ marry/ be added to/ suit, meet, satisfy, be adjusted to. add to, attach, append/ accompany/ garnish/ imitate
nécessairement;cœur;21;5;3;必;1712;hitsu;certainly;kanara(zu);certainly, positively, invariably
suinter;eau, nécessairement;21;8;1;泌;1713;hitsu, 	hi;flow/ soak in/ penetrate/ secrete;-;-
main/opérateur;Aucun;22;4;4;手;863;shu;hand, arm/ help/ handwriting/ handle, means/ trick, snare/ skill/ kind/ direction, side/ trouble, care/ control, management/ possession/ connection/ injury;te, [ta];hand, arm/ help/ handwriting/ handle, means/ trick, snare/ skill/ kind/ direction, side/ trouble, care/ control, management/ possession/ connection/ injury
scruter;main, œil;22;9;2;看;257;kan;see;-;-
irriter;chanvre, main;22;15;1;摩;1892;ma;rub/ rub off/ polish/ grind/ graze/ scrape/ be equal to/ be about to reach;-;-
ego;main, hallebarde;22;7;1;我;166;ga;ego, self, selfishness, egotism;ware, wa;I, oneself, self, ego
rigueur/définition;mouton, ego;22;13;1;義;343;gi;justice, righteousness, morality/ humanity/ integrity, honor, loyalty, chivalry, devotion/ meaning, significance;-;-
délibération;mots, rigueur;22;20;3;議;349;gi;consultation, deliberation, debate/ consideration, proposal, suggestion;-;-
sacrifice;vache, rigueur;22;17;1;犠;348;gi;sacrifice;-;-
frotter;doigt, extrémité;22;8;1;抹;1905;matsu;paint, erase, rub;-;-
embrasser;doigt, emballage;22;8;3;抱;1835;hoo;hug, embrace, hold in the arms/ sit (on eggs) ;da(ku), ida(ku), kaka(eru);hug, embrace, hold in the arms/ sit (on eggs). entertain (hope)/ cherish (a desire)/ harbor (malice)/ hold, have. hold or carry under or in the arms 
embarquer;doigt, végétal, correspondre;22;12;1;搭;1519;too;load (a vehicle)/ ride;-;-
extraire/fabriquer du papier;doigt, peu;22;7;1;抄;965;shoo;selection, summary/ one tenth of a shaku(勺) ;-;-
opposer;doigt, poltergeist;22;7;1;抗;606;koo;resist, defy, oppose, antagonize;-;-
critiquer;doigt, comparer;22;7;2;批;1687;hi;strike;-;-
inviter;doigt, inviter;22;8;3;招;968;shoo;beckon to, invite, summon/ engage (someone), call (a doctor)/ incur, cause;mane(ku);beckon to, invite, summon/ engage (someone), call (a doctor)/ incur, cause
déforestation;doigt, pierre;22;8;1;拓;1322;taku;open, clear, break up (land);-;-
applaudir;doigt, blanc;22;8;1;拍;1632;haku, [hyoo];beat (in music);-;-
taper/douzaine;doigt, clou;22;5;3;打;1287;da;striking;u(tsu);strike, hit, beat, knock, slap, punch, thrash, smite/ clap (one's hands)/ beat (a drum)/ ring (a bell)/ (clocks) strike/ impress, touch/ shoot/ pound in (a nail)/ water, sprinkle/ braid/ play (checkers)/ till (the soil)/ temper (a sword)/ prepare (buckwheat noodles)/ present (a play)/ cast (a net)/ pay (earnest money) 
arrestation;doigt, phrase;22;8;1;拘;611;koo;seize, arrest;-;-
jeter;doigt, chaumière;22;11;2;捨;847;sha;throw away, discard, abandon, desert, give up/ renounce, relinquish/ resign/ lay down (one's life)/ part with/ sacrifice/ reject, condemn ;su(teru);throw away, discard, abandon, desert, give up/ renounce, relinquish/ resign/ lay down (one's life)/ part with/ sacrifice/ reject, condemn 
rapt;doigt, bouche, poignard;22;8;1;拐;180;kai;falsify, kidnap;-;-
enlèvement/écraser/latin;doigt, debout;22;8;0;拉;2019;ra;Latin;-;-
pincer;doigt, antiquité;22;14;1;摘;1462;teki;pick, pinch/ hold in the fingers/ summarize;tsu(mu);pick, pluck, pull out/ trim, clip, nip/ gather
défier;doigt, mauvais augures;22;9;1;挑;1398;choo;challenge/ contend for/ make love to;ido(mu);challenge/ contend for/ make love to
doigt;doigt, délicieux;22;9;3;指;786;shi;finger;yubi, sa(su);point to, indicate/ name, designate/ insert, put into/ fill, pour into, drop into (eyes)/ hold up (an umbrella)/ wear (a sword)/ offer (a cup)/ play/ move (in games)/ rise, flow/ be tinged with/ point to/ proceed to/ fix (a day)/ measure (with a ruler)/ measure and make (a box)/ play (chess or checkers). finger 
tenir/avoir;doigt, temple bouddhique;22;9;4;持;817;ji;hold, entertain, maintain, observe (principles);mo(tsu);hold, take, have, possess/ carry/ maintain/ have charge of/ wear, last long/ pay/ bear (a grudge)
lier;doigt, langue;22;9;1;括;233;katsu;tie up, hang (someone)/ arrest/ fasten;-;-
brandir/s’éparpiller;doigt, armée;22;12;1;揮;327;ki;shake, wield, brandish/ be invigorated, be spirited, flourish;-;-
présumer;doigt, dinde;22;11;1;推;1088;sui;conjecture;o(su);infer, conclude/ guess, suppose/ recommend, support
hisser;doigt, lumière matinale;22;12;1;揚;1999;yoo;praise;a(geru), a(garu);rise, go up/ climb up/ advance, appreciate/ be promoted/ improve/ enter, call on/ be offered/ accrue/ be finished/ (expenses) come to/ go bankrupt/ begin spinning (cocoons)/ be caught/ get ruffled/ eat, drink/ die/ weaken (as a battery)/ let up (rain). raise, elevate/ fly (kites)/ praise/ increase, advance/ promote, vomit/ usher in, admit/ send (to school)/ offer/ present, leave with/ finish/ arrange (expenses)/ observe, perform/ quote, mention, give (examples)/ bear (a child)/ improve (talents)/ do up (the hair)/ arrest/ engage/ fry/ (rains) stop/ fry in deep fat 
proposition;doigt, comme il faut;22;12;1;提;1454;tei;take along, carry in the hand;sa(geru);take along, carry in the hand
nuire;doigt, employé;22;13;2;損;1282;son;loss/ disadvantage, handicap;soko(nau), soko(neru);harm, hurt, injure, damage, mar/ lose, oppress
ramasser/dix;doigt, correspondre;22;9;2;拾;890;shuu, 	juu;ten;hiro(u);pick up, gather/ find/ set (type)/ go on foot 
se charger de;doigt, point du jour;22;8;2;担;1335;tan;carry/ raise;katsu(gu), nina(u);shoulder (a load). carry on the shoulder/ bear a burden
appui;doigt, lieu;22;8;1;拠;386;kyo, 	ko;be based on, follow;-;-
dessiner;doigt, pousse;22;11;1;描;1727;byoo;write, compose/ draw, paint ;ega(ku), ka(ku);write, compose/ draw, paint. sketch, describe 
manœuvrer/fidélité;doigt, pantin;22;16;2;操;1249;soo;manipulate, operate, steer/ pull strings;misao, ayatsu(ru);manipulate, operate, steer/ pull strings. chastity, virginity, constancy, fidelity, honor
joindre;doigt, debout, femme;22;11;2;接;1158;setsu;touch, contact/ adjoin/ receive (visitors)/ be in receipt of/ encounter, experience/ draw near ;tsu(gu);join, piece together, splice, cement, set (broken bones)/ graft (trees)
afficher;doigt, sieste;22;11;1;掲;481;kei;put up, hang out, hoist, display/ publish, insert/ describe/ mention;kaka(geru);put up, hang out, hoist, display/ publish, insert/ describe/ mention
attacher;doigt, joyau, baguette magique;22;11;1;掛;231;-;-;ka(keru), ka(karu), kakari;hang on, be suspended from, be caught, be trapped/ be built/ begin/ arrive at/ require, cost/ play against, oppose/ be splashed/ weigh (a pound)/ be levied/ (the instrument or tool) works/ attack, fall on/ is now showing at/ consult/ depend (on a son)/ hang, set up (a ladder)/ cover/ construct, install/ sit down/ sprinkle, pour on/ put on/ ring up/ weigh/ multiply/ levy/ pay (in installments)/ anchor/ start (a machine)/ wind, turn on (radio)/ spend on/ offer (prizes)/ put (under treatment)/ set (on fire)/ duty/ person in charge/ expenses, charges/ tax/ dependence (on someone)/ scale/ outward appearance/ construction/ beginning/ bite (of a tool)
polissage;pierre, deux mains;22;9;4;研;520;ken;sharpen, grind, scour, hone, polish/ wash (rice);to(gu);sharpen, grind, scour, hone, polish/ wash (rice)
châtiment;deux mains, hallebarde;22;7;1;戒;177;kai;commandment/ admonition;imashi(meru);admonish, warn, prohibit
instrument;arbre, châtiment;22;11;2;械;185;kai;fetters/ machine/ instrument;-;-
toucher/jouer;boule, deux mains;22;7;0;弄;2117;roo;play with, trifle with;moteaso(bu);play/ take pleasure in/ play (on an instrument)/ play with/ make sport of/ trifle with (affections)
jouer;boule, commencement;22;8;0;玩;296;gan;play/ take pleasure in/ play (on an instrument)/ play with/ make sport of/ trifle with (affections);-;-
nez;nez, cerveau, deux mains;22;14;2;鼻;1708;bi;nasal;hana;nose/ snout, muzzle
peine;deux mains, sabre;22;6;1;刑;470;kei;penalty, sentence, punishment;-;-
moule/modèle;peine, sol;22;9;2;型;476;kei;model, mold, matrix, impression/ style, type, pattern, make/ set form/ usage;kata;model, mold, matrix, impression/ style, type, pattern, make/ set form/ usage
génie;doigt;22;3;3;才;693;sai;ability, talent, aptitude, genius, acumen, intelligence, wit/ cubic foot/ year, age/ time/ occasion/ opportunity/ limit/ vicinity ;-;-
propriété;huître, génie;22;10;3;財;720;zai, [sai];money, wealth, assets/ property;-;-
